Index_Name,Index_Date,Open_Index_Value,High_Index_Value,Low_Index_Value,Closing_Index_Value,Points_Change,Change(%),Volume,Turnover_(Rs._Cr.),P/E,P/B,Div_Yield
Nifty IT,2024-06-11,40770.6,42105.5,40675.05,42039.5,1614.9,3.99,34531583,7085,33.28,8.65,1.94
Nifty Financial Services,2024-06-11,24218.35,24257.05,24097.95,24181.2,52.3,.22,80546005,10142.95,16.91,2.92,.88
Nifty Energy,2024-06-11,39128.35,39634.8,38853.5,39562.85,637.95,1.64,116374439,6021.77,15.61,2.23,2.65
Nifty Bank,2024-06-11,52440.4,52493.95,52185.4,52317.4,110.15,.21,219097414,10051.57,14.36,2.35,.95
Nifty Auto,2024-06-11,23960.7,24181.5,23835.85,24137.9,298.3,1.25,38475204,4186.28,23.87,4.95,.91
Nifty50 Dividend Points,2024-06-11,-,-,-,226.69,0.0,-,-,-,-,-,-
NIFTY Smallcap 100,2024-06-11,18592.5,18921.4,18550.35,18906.1,402.65,2.18,332867191,13619.39,35.72,4.26,.95
NIFTY Midcap 100,2024-06-11,56452.5,57435.1,56369.7,57355.8,1240.35,2.21,848026016,22869.41,43.38,5.24,.74
Nifty Midcap 50,2024-06-11,15680.4,15985.55,15656.9,15958.4,366.65,2.35,657190026,12666.38,49.69,5.71,.71
Nifty 500,2024-06-11,22782.2,23052.2,22720.3,23031.2,351.35,1.55,2157801128,93211.09,26.43,4.01,1.12
Nifty 200,2024-06-11,13680.85,13840.35,13637.7,13824.1,205.25,1.51,1608378524,70940.83,25.38,3.9,1.17
Nifty Next 50,2024-06-11,70191.85,71482.7,70135.45,71389.8,1592.35,2.28,409270477,13962.58,23.65,3.83,1.49
Nifty 50,2024-06-11,24308.75,24537.6,24204.05,24484.05,270.75,1.12,351082031,34108.84,22.8,3.67,1.27
Nifty FMCG,2024-06-11,58608.55,58962.4,58441.2,58754.8,212.6,.36,25764841,2156.83,46.63,11.43,1.84
Nifty500 Shariah,2024-06-11,-,-,-,7720.8,153.55,2.03,428005497,30300.76,34.42,6.1,1.37
Nifty Services Sector,2024-06-11,31829.05,32176.95,31757.7,32134.35,457.0,1.44,257020105,21277.63,22.14,3.73,1.15
Nifty Alpha 50,2024-06-11,56156.55,57412.8,56133.45,57337.75,1599.1,2.87,354192897,19574.89,40.38,6.36,.7
Nifty Smallcap 250,2024-06-11,17781.3,18040.1,17732.85,18027.15,332.5,1.88,525247670,19799.36,32.81,4.31,.84
Nifty Private Bank,2024-06-11,25592.25,25607.8,25457.15,25506.9,8.8,.03,108013880,7403.06,15.27,2.36,.59
Nifty India Corporate Group Index - Tata Group 25% Cap,2024-06-11,16614.85,16834.25,16459.8,16818.4,261.05,1.58,85737196,6441.18,37.19,6.5,.99
Nifty India Corporate Group Index - Tata Group,2024-06-11,-,-,-,18831.47,443.88,2.41,96957943,7428.84,36.34,8.24,1.21
Nifty50 USD,2024-06-11,-,-,-,10065.81,90.89,.91,-,-,-,-,-
Nifty India Corporate Group Index - Mahindra Group,2024-06-11,-,-,-,33702.26,620.44,1.88,7592555,1440.72,32.71,4.65,1.33
Nifty 50 Futures TR Index,2024-06-11,-,-,-,26349.33,317.54,1.22,-,-,-,-,-
Nifty 50 Arbitrage,2024-06-11,-,-,-,2395.69,-0.76,-.03,-,-,-,-,-
Nifty 50 Futures Index,2024-06-11,-,-,-,6751.64,80.09,1.2,-,-,-,-,-
Nifty500 Equal Weight,2024-06-11,-,-,-,14591.42,273.49,1.91,2157801128,93211.09,32.19,4.35,.91
Nifty Low Volatility 50,2024-06-11,-,-,-,24520.6,270.29,1.11,159310179,25121.11,35.42,5.7,.98
NIFTY100 Enhanced ESG,2024-06-11,-,-,-,4899.5,74.45,1.54,615982671,43245.52,24.46,4.28,1.23
NIFTY100 ESG,2024-06-11,4810.1,4868.1,4797.7,4863.05,73.9,1.54,616287752,43316.76,24.48,4.28,1.22
NIFTY50 Equal Weight,2024-06-11,30775.6,31081.3,30626.4,31020.8,356.8,1.16,351082031,34108.84,24.13,3.86,1.38
Nifty50 PR 2x Leverage,2024-06-11,13824.65,14083.2,13706.55,14023.25,304.45,2.22,-,-,-,-,-
Nifty High Beta 50,2024-06-11,-,-,-,3850.69,84.96,2.26,994596916,16408.37,21.35,2.29,1.34
Nifty100 Equal Weight,2024-06-11,32534.3,32977.35,32447.1,32948.45,563.05,1.74,760352508,48071.42,24.16,3.8,1.28
NIFTY100 Quality 30,2024-06-11,5724.2,5814.85,5717.05,5806.55,107.0,1.88,138089622,15492.7,32.93,8.71,1.87
Nifty CPSE,2024-06-11,6613,6721.75,6569.45,6707.05,129.8,1.97,151600419,4020.57,13.48,2.51,3.53
Nifty50 Value 20,2024-06-11,13700.55,13916.65,13667.9,13880.55,242.75,1.78,185378953,13682.23,20.31,3.66,2.15
Nifty Midcap Liquid 15,2024-06-11,13806.05,14134.9,13806.05,14107.15,341.5,2.48,65213506,6292.16,36.79,4.44,.51
Nifty100 Liquid 15,2024-06-11,6514.5,6572.2,6474.35,6558.7,67.3,1.04,141477413,11518.39,19.74,3.04,1.22
India VIX,2024-06-11,16.1225,20.75,14.7125,14.87,-1.26,-7.78,-,-,-,-,-
Nifty Growth Sectors 15,2024-06-11,11733.1,11938.7,11687,11897.55,203.1,1.74,70398272,10202.21,29.06,7.33,1.75
Nifty50 TR 1x Inverse,2024-06-11,169.45,170.15,167.85,168.2,-1.9,-1.12,-,-,-,-,-
Nifty50 TR 2x Leverage,2024-06-11,20170.3,20547.35,19998.05,20459.95,453.55,2.27,-,-,-,-,-
Nifty50 PR 1x Inverse,2024-06-11,204.45,205.35,202.5,202.95,-2.3,-1.12,-,-,-,-,-
Nifty Shariah 25,2024-06-11,-,-,-,8781.5,147.85,1.71,97155208,9548.65,28.71,5.93,1.91
Nifty 11-15 yr G-Sec Index,2024-07-10,3014.31,3017.35,3010.62,3010.62,-3.12,-.1,-,-,-,-,-
Nifty 15 yr and above G-Sec Index,2024-07-10,3348.29,3352.62,3345.08,3346.16,-1.5,-.04,-,-,-,-,-
Nifty Composite G-sec Index,2024-07-10,2815.95,2818.7,2813.35,2813.35,-2.07,-.07,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec,2024-07-10,2404.59,2407.23,2401.98,2401.98,-2.16,-.09,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec (Clean Price),2024-07-10,888.66,889.67,887.66,887.66,-1.0,-.11,-,-,-,-,-
Nifty 1D Rate Index,2024-07-10,-,-,-,2337.65,1.19,.05,-,-,-,-,-
Nifty50 USD,2024-07-10,-,-,-,10230.76,-91.3,-.88,-,-,-,-,-
Nifty 4-8 yr G-Sec Index,2024-07-10,2938.28,2939.14,2936.49,2936.49,-1.24,-.04,-,-,-,-,-
Nifty Smallcap 50,2024-07-10,9078.8,9116.15,8742.45,8804.45,-233.05,-2.58,221709438,7596.24,31.02,3.57,.84
Nifty Core Housing,2024-07-10,-,-,-,16928.15,-295.24,-1.71,43406896,5376.85,40.05,4.31,.63
Nifty REITs & InvITs,2024-07-10,-,-,-,1158.25,2.88,.25,4527007,93.62,30.5,1.86,7.2
Nifty MidSmall India Consumption,2024-07-10,-,-,-,19423.36,-277.75,-1.41,51521189,3843.5,65.59,9.4,.5
Nifty MidSmall IT & Telecom,2024-07-10,-,-,-,10655.37,-142.72,-1.32,766643845,4760.54,1364.67,37.84,.83
Nifty MidSmall Healthcare,2024-07-10,41736.25,41891,40847.55,41192.7,-444.8,-1.07,31891872,2960.6,52.37,6,.85
Nifty MidSmall Financial Services,2024-07-10,-,-,-,15397.82,-360.89,-2.29,378653855,8759.46,24.66,2.85,.64
Nifty Transportation & Logistics,2024-07-10,-,-,-,24501.43,-332.14,-1.34,142783198,8984.24,31.18,6.27,.66
Nifty Housing,2024-07-10,-,-,-,11626.38,-237.71,-2,743490690,29905.87,26.95,3.3,.88
Nifty Financial Services Ex-Bank,2024-07-10,-,-,-,26575.28,-400.46,-1.48,200240193,10393.01,23.85,3.28,.79
Nifty India Defence,2024-07-10,-,-,-,6236.73,-190.24,-2.96,29655977,2411.71,50.45,12.27,.52
Nifty Mobility,2024-07-10,-,-,-,21741.4,-342.15,-1.55,199006881,12895.42,27.71,5.47,.91
Nifty500 Multicap Infrastructure 50:30:20,2024-07-10,14499.95,14529.1,14048.2,14116.25,-315.6,-2.19,1180916746,19573.34,29.97,4.03,1.14
Nifty India Digital,2024-07-10,9465.35,9482.9,9230.45,9320.5,-92.25,-.98,814612042,11062.85,1947.95,17.74,1.01
Nifty Microcap 250,2024-07-10,25255.1,25328.1,24051.1,24185.45,-966.5,-3.84,327222125,7279,34.7,3.53,.53
Nifty500 Multicap 50:25:25,2024-07-10,16515,16547.2,16090.85,16158.25,-297.7,-1.81,3037545470,105984.35,28.92,4.2,1
Nifty Healthcare Index,2024-07-10,14561.4,14614.2,14399.95,14450.35,-72.15,-.5,23081040,3203.29,43.11,6.09,.52
Nifty Financial Services 25/50,2024-07-10,26163.4,26280.95,25549.9,25672.85,-435.45,-1.67,193257578,20314.84,16.91,2.93,.95
Nifty Oil & Gas,2024-07-10,12521.9,12533.35,12111.85,12180.1,-282.4,-2.27,99932248,5725.3,11.96,1.85,2.84
NIFTY SME EMERGE,2024-07-10,-,-,-,15519.73,-642.79,-3.98,-,-,113.61,10.67,.06
NIFTY LargeMidcap 250,2024-07-10,16479.3,16506.75,16087.95,16154.4,-265.6,-1.62,2318952632,84923.04,30.8,4.5,.96
Nifty Midcap Select,2024-07-10,12864.6,12943.1,12537.4,12654.75,-158.1,-1.23,804329717,6770.76,64.14,6.26,.83
Nifty IPO,2024-07-10,-,-,-,2193.48,-80.09,-3.52,226323444,4385.59,58.63,9.49,.15
Nifty Midcap 150,2024-07-10,21795.95,21834.25,21106.05,21264.5,-446.1,-2.05,1434902338,25819.77,43.52,5.61,.72
Nifty MidSmallcap 400,2024-07-10,20510.85,20552.2,19804.95,19955.2,-476.0,-2.33,2153495176,46881.08,38.45,4.96,.78
Nifty Total Market,2024-07-10,13311,13335.1,13002.95,13054.3,-210.5,-1.59,3364767595,113263.35,26.87,4.01,1.07
Nifty Rural,2024-07-10,-,-,-,15494.69,-153.87,-.98,1098304787,22521.53,30.69,4.67,1.05
Nifty Capital Markets,2024-07-10,-,-,-,3340.5,-116.98,-3.38,36757686,5018.24,44.86,12.61,1.02
Nifty Consumer Durables,2024-07-10,43098.35,43179.25,41520.6,41878.65,-814.9,-1.91,22903985,3085.99,88.77,13.28,.35
Nifty200 Value 30,2024-07-10,-,-,-,13584.88,-397.62,-2.84,493569256,14502.35,12.11,1.72,3.18
Nifty500 Momentum 50,2024-07-10,-,-,-,60366.65,-1736.72,-2.8,479579846,17830.83,29.37,5.21,.77
Nifty MidSmallcap400 Momentum Quality 100,2024-07-10,-,-,-,52180.71,-1070.1,-2.01,265425607,14404.91,33.26,6.09,.95
Nifty Smallcap250 Momentum Quality 100,2024-07-10,-,-,-,50375.08,-1478.65,-2.85,278191249,11483.02,27.75,4.58,.99
Nifty Smallcap250 Quality 50,2024-07-10,-,-,-,29100.77,-863.77,-2.88,99605809,4511.21,28.02,5.02,1.15
Nifty Midcap150 Momentum 50,2024-07-10,65794.5,65956.3,63491.95,64050.85,-1541.0,-2.35,240862234,13112.93,34.81,5.24,.85
Nifty200 Alpha 30,2024-07-10,27905.7,28016.15,27198.4,27384.0,-450.75,-1.62,190970164,12643.04,24.66,5.55,1.29
Nifty100 ESG Sector Leaders,2024-07-10,4195.75,4203.45,4126.2,4143.05,-39.7,-.95,403313897,41776.36,27.24,4.15,1
Nifty India Manufacturing,2024-07-10,15197.25,15217.1,14824.55,14934.0,-204.2,-1.35,330353085,20701.1,32.61,4.77,1.09
Nifty200 Momentum 30,2024-07-10,36499.4,36638.6,35428.9,35707.55,-699.85,-1.92,301566657,15359.97,23.07,4.76,1.43
NIFTY Midcap150 Quality 50,2024-07-10,25512.1,25546.55,24865.65,25073.35,-346.8,-1.36,42787836,5879.39,40.37,9.6,1.14
NIFTY200 Quality 30,2024-07-10,22765.05,22825.7,22416.1,22548.5,-137.25,-.61,84249896,10045.7,36.77,11.14,1.69
NIFTY Alpha Quality Value Low-Volatility 30,2024-07-10,-,-,-,21892.75,-277.66,-1.25,196155921,19617.27,22.4,5.22,1.9
NIFTY Alpha Quality Low-Volatility 30,2024-07-10,-,-,-,24736.06,-279.09,-1.12,90752805,10809.99,32.59,8.54,1.4
NIFTY Quality Low-Volatility 30,2024-07-10,-,-,-,18654.36,-122.94,-.65,116579818,18909.97,35.71,8.66,1.32
NIFTY Alpha Low-Volatility 30,2024-07-10,30372.7,30412.05,29789.85,29913.25,-339.25,-1.12,170328513,20380.79,28.88,4.71,.92
Nifty100 Low Volatility 30,2024-07-10,20816.5,20848.75,20574.1,20629.7,-115.5,-.56,146018103,25868.96,34.66,6.37,1.02
NIFTY100 Enhanced ESG,2024-07-10,-,-,-,5015.04,-54.14,-1.07,723996601,52518.91,25.14,4.38,1.17
NIFTY500 Value 50,2024-07-10,-,-,-,14726.98,-441.64,-2.91,612107906,15899.86,12.5,1.69,3.19
NIFTY100 Alpha 30,2024-07-10,-,-,-,20010.79,-388.82,-1.91,307590322,14901.29,24.31,5.44,1.49
Nifty India Tourism,2024-07-10,-,-,-,8394.39,-215.42,-2.5,70404262,1853.18,61.44,18.18,.19
Nifty500 LargeMidSmall Equal-Cap Weighted,2024-07-10,-,-,-,17838.32,-367.52,-2.02,3037545470,105984.35,31.14,4.37,.93
Nifty EV & New Age Automotive,2024-07-10,-,-,-,3325.63,-42.1,-1.25,101760465,10727.43,35.55,5.94,.67
Nifty500 Multicap India Manufacturing 50:30:20,2024-07-10,15680.45,15707.65,15292.65,15398.05,-228.7,-1.46,258008792,18828.18,33.63,4.14,.78
Nifty Non-Cyclical Consumer,2024-07-10,-,-,-,17161.83,-169.34,-.98,152189494,11527.42,68.56,13.35,.84
Nifty Smallcap 250,2024-07-10,18090.85,18142.5,17379.7,17514.5,-507.15,-2.81,718592838,21061.31,31.86,4.11,.88
Nifty Top 10 Equal Weight,2024-07-10,-,-,-,9475.18,-41.63,-.44,138237611,21328.4,23.36,3.93,1.09
Nifty Private Bank,2024-07-10,25632.35,25744.75,24924.65,25119.05,-464.4,-1.82,184851783,15675.5,15.22,2.34,.6
Nifty India Corporate Group Index - Tata Group,2024-07-10,-,-,-,19712.87,-137.63,-.69,104663467,6438.82,38.4,8.62,1.14
Nifty Infrastructure,2024-07-10,9189.9,9207.6,8963.35,9014.85,-138.65,-1.51,220974206,14477.09,24,3.16,1.18
Nifty Dividend Opportunities 50,2024-07-10,6841.15,6857.1,6690.15,6721.8,-90.5,-1.33,563246156,23335.41,19.09,3.58,2.51
Nifty Commodities,2024-07-10,9564.75,9583.45,9245.7,9300.6,-227.85,-2.39,286382594,12725.74,19.73,2.48,2.03
Nifty India Consumption,2024-07-10,12399.85,12414.8,12196.6,12258.8,-92.65,-.75,143805143,13730.11,50.06,9.61,.88
Nifty Realty,2024-07-10,1038,1043.65,1014.35,1020.15,-11.65,-1.13,15144797,2003.13,52.99,5.8,.37
Nifty PSU Bank,2024-07-10,6750.85,6777.5,6442.2,6492.35,-222.3,-3.31,219923303,4076.78,7.88,1.25,2.29
Nifty Pharma,2024-07-10,23145.2,23215.45,22852.7,22977.8,-116.9,-.51,23222004,3217.92,38.29,5.57,.58
Nifty MNC,2024-07-10,31669.45,31730.65,31055.15,31157.95,-444.45,-1.41,40210853,4555.52,46.65,9.93,1.75
Nifty Metal,2024-07-10,10157.75,10177.6,9778.9,9886.3,-226.9,-2.24,150286175,4635.47,32.5,2.83,2.14
Nifty Media,2024-07-10,2089.45,2095.15,1990.85,1995.3,-75.65,-3.65,59246841,591.74,-,2.21,.4
Nifty IT,2024-07-10,42134.65,42491.85,41760.1,42190.6,278.1,.66,21954385,4902.86,34.6,8.68,1.86
Nifty FMCG,2024-07-10,63522.65,63688.15,62894.25,63028.35,-351.7,-.55,49192803,3863.66,50.35,12.27,1.66
Nifty Financial Services,2024-07-10,23641.4,23744.85,23120.5,23221.1,-400.7,-1.7,193257578,20314.84,16.56,2.78,.93
Nifty Energy,2024-07-10,42223,42289.4,40736.05,41039.35,-1041.3,-2.47,129326203,7297.68,14.93,2.32,2.27
Nifty Bank,2024-07-10,51543.2,51784.8,50194.3,50478.9,-983.15,-1.91,328679712,19103.48,14.14,2.27,.99
Nifty Auto,2024-07-10,26042.6,26079.95,25544.8,25807.15,-119.15,-.46,54936242,5279.42,25.28,5.29,.85
Nifty50 Dividend Points,2024-07-10,-,-,-,194.25,0.0,-,-,-,-,-,-
NIFTY Smallcap 100,2024-07-10,18840.6,18907.45,18102.05,18242.85,-515.8,-2.75,341950794,11540.02,34.01,4,.99
NIFTY Midcap 100,2024-07-10,58731.25,58855.85,56823.2,57300.2,-1174.25,-2.01,1408217302,23431.13,42.82,5.31,.74
Nifty Midcap 50,2024-07-10,16455.95,16509.05,15983.75,16133.15,-254.45,-1.55,1180640413,12244.36,48.69,5.91,.7
Nifty 500,2024-07-10,23616.35,23659.65,23089.5,23181.95,-353.0,-1.5,3037545470,105984.35,26.65,4.03,1.09
Nifty 200,2024-07-10,14214.25,14240.05,13921.65,13978.9,-186.15,-1.31,2292267596,82534.4,25.71,3.95,1.13
Nifty 100,2024-07-10,26141.65,26189.95,25644.4,25749.65,-306.35,-1.18,884050294,59103.27,23.82,3.76,1.21
Nifty Next 50,2024-07-10,74989.25,75156,72531.3,72884.3,-1735.95,-2.33,509704499,18553.03,23.45,3.91,1.45
Nifty 50,2024-07-10,25084.1,25143,24694.35,24795.75,-218.85,-.87,374345795,40550.24,23.31,3.71,1.21
Nifty PSE,2024-07-10,10892,10913.1,10427.85,10507.25,-349.25,-3.22,302878506,8994.62,12.39,2.33,3.1
Nifty Services Sector,2024-07-10,32261.25,32363.2,31675.8,31806.5,-371.9,-1.16,326386584,29828.8,22.5,3.69,1.15
Nifty50 Shariah,2024-07-10,-,-,-,5461.71,-24.73,-.45,55290723,6604.92,28.35,6.43,1.78
Nifty500 Shariah,2024-07-10,-,-,-,7895.15,-101.79,-1.27,497748426,30468.11,34.31,6.2,1.24
Nifty India Corporate Group Index - Aditya Birla Group,2024-07-10,-,-,-,8176.21,-191.1,-2.28,715973500,2119.22,522.34,3.72,.51
Nifty India Corporate Group Index - Mahindra Group,2024-07-10,-,-,-,34300.29,206.86,.61,11034553,1303.62,34.97,4.73,1.25
Nifty 50 Futures TR Index,2024-07-10,-,-,-,26785.63,-186.05,-.69,-,-,-,-,-
Nifty 50 Futures Index,2024-07-10,-,-,-,6903.59,-52.03,-.75,-,-,-,-,-
Nifty 50 Arbitrage,2024-07-10,-,-,-,2372.52,-1.56,-.07,-,-,-,-,-
Nifty500 Equal Weight,2024-07-10,-,-,-,14475.98,-383.0,-2.58,3037545470,105984.35,31.81,4.28,.9
NIFTY50 Equal Weight,2024-07-10,32451.25,32499.75,31856.25,32001.35,-338.15,-1.05,374345795,40550.24,24.54,3.99,1.28
NIFTY100 ESG,2024-07-10,5049.2,5058.95,4959.15,4977.3,-53.85,-1.07,724324003,52594.83,25.15,4.38,1.17
Nifty500 Multicap Momentum Quality 50,2024-07-10,-,-,-,46227.2,-1027.21,-2.17,191849118,11253.46,22.41,5.46,1.47
NIFTY100 Quality 30,2024-07-10,6108.9,6124.75,6023,6045.15,-46.1,-.76,134000147,18153.18,34.62,9.09,1.62
Nifty50 PR 2x Leverage,2024-07-10,14813.3,14882.4,14354.55,14473.5,-265.55,-1.8,-,-,-,-,-
Nifty India Corporate Group Index - Tata Group 25% Cap,2024-07-10,18067.2,18090.55,17658.6,17819.4,-147.65,-.82,92617929,5768.94,39.71,6.88,.93
Nifty50 PR 1x Inverse,2024-07-10,197.3,200.35,196.85,199.55,1.8,.91,-,-,-,-,-
Nifty50 TR 1x Inverse,2024-07-10,163.7,166.25,163.35,165.6,1.5,.91,-,-,-,-,-
Nifty Growth Sectors 15,2024-07-10,12632.65,12657.35,12512.25,12601.25,26.2,.21,67698846,8568.36,31.03,7.76,1.61
India VIX,2024-07-10,14.1275,15.5,13.6175,15.08,0.95,6.74,-,-,-,-,-
Nifty Shariah 25,2024-07-10,-,-,-,9065.08,-71.74,-.79,65855052,7431.77,29.89,6.13,1.67
Nifty Midcap Liquid 15,2024-07-10,14001.5,14089.7,13629.55,13764.85,-196.0,-1.4,105420014,4474.9,37.86,4.52,.54
Nifty50 Value 20,2024-07-10,14311.7,14364,14103.85,14164.75,-93.4,-.66,207168195,13958.27,20.97,3.74,1.99
Nifty CPSE,2024-07-10,7078.05,7089.35,6777.85,6843.5,-219.65,-3.11,163942726,4179.97,13.87,2.58,2.9
Nifty100 Liquid 15,2024-07-10,6859.85,6880.95,6714,6754.3,-78.75,-1.15,144445919,13438.77,20.51,3.14,1.08
Nifty100 Equal Weight,2024-07-10,34426.95,34489.8,33548,33696.75,-590.4,-1.72,884050294,59103.27,24.46,3.89,1.22
Nifty High Beta 50,2024-07-10,-,-,-,3867.95,-141.09,-3.52,1394209574,19209.21,22.02,2.3,1.34
Nifty Alpha 50,2024-07-10,58725.85,58889.2,56410.7,56887.15,-1624.3,-2.78,432087033,18865.78,39.19,6.31,.7
Nifty Low Volatility 50,2024-07-10,-,-,-,25377.27,-228.01,-.89,199400331,32353.78,36.87,5.9,.94
Nifty50 TR 2x Leverage,2024-07-10,21555.5,21656.05,20887.95,21061.05,-386.45,-1.8,-,-,-,-,-
Nifty 8-13 yr G-Sec,2024-07-10,2717.24,2720.15,2714.36,2714.36,-2.37,-.09,-,-,-,-,-
Nifty 1D Rate Index,2024-07-11,-,-,-,2350.26,0.4,.02,-,-,-,-,-
Nifty200 Momentum 30,2024-07-11,35348.3,35348.3,34623.5,34681.5,-535.0,-1.52,195810520,14468.64,21.83,4.62,1.63
Nifty 10 yr Benchmark G-Sec (Clean Price),2024-07-11,887.59,888.49,887.47,887.75,0.16,.02,-,-,-,-,-
Nifty50 USD,2024-07-11,-,-,-,9937.87,-127.94,-1.27,-,-,-,-,-
Nifty 10 yr Benchmark G-Sec,2024-07-11,2415.42,2417.86,2415.1,2415.86,0.89,.04,-,-,-,-,-
Nifty Composite G-sec Index,2024-07-11,2829.53,2831.83,2828.97,2829.89,0.9,.03,-,-,-,-,-
Nifty 15 yr and above G-Sec Index,2024-07-11,3360.63,3362.01,3357.64,3359.01,-0.97,-.03,-,-,-,-,-
Nifty Mobility,2024-07-11,-,-,-,20384.18,-241.27,-1.17,186099167,9569.95,27.83,5.13,.97
Nifty India Digital,2024-07-11,9287.8,9338.05,9200.5,9241.9,-18.35,-.2,491129211,9129.9,416.16,17.6,1.04
Nifty Total Market,2024-07-11,13015.7,13019.1,12863.75,12870.45,-124.55,-.96,2246257457,87061.06,26.43,3.96,1.11
Nifty Microcap 250,2024-07-11,25394.7,25513.95,25173.4,25206.7,-124.75,-.49,211176126,5372.35,35.48,3.68,.51
Nifty500 Multicap 50:25:25,2024-07-11,16209.65,16221.35,16026,16036.3,-137.95,-.85,2035081331,81688.72,28.59,4.17,1.03
Nifty Healthcare Index,2024-07-11,14709.9,14720.05,14404.2,14445.2,-127.05,-.87,29706070,5225.29,42.58,6.08,.52
Nifty Financial Services 25/50,2024-07-11,26209.15,26260.65,25875.55,25979.2,-254.45,-.97,66710438,8073.59,16.93,3.03,.93
Nifty Oil & Gas,2024-07-11,11549.65,11583.3,11439.9,11452.35,-78.6,-.68,83658139,3365.01,13.13,1.74,3.02
NIFTY SME EMERGE,2024-07-11,-,-,-,16924.3,49.06,.29,-,-,125.57,11.67,.06
NIFTY LargeMidcap 250,2024-07-11,16098.05,16103.85,15917.35,15927.85,-130.85,-.81,1483465855,63151.01,30.34,4.42,1
Nifty Midcap Select,2024-07-11,12721.25,12726.15,12562.95,12594.4,-60.55,-.48,456831370,5390.81,53.29,6.7,.8
Nifty IPO,2024-07-11,-,-,-,2215.9,-20.27,-.91,145582494,5734.41,62.17,10.96,.14
Nifty India Defence,2024-07-11,-,-,-,6491.95,-22.93,-.35,30244767,2527.29,50.84,12.78,.54
Nifty Midcap 150,2024-07-11,21388.15,21434.75,21173.45,21194.85,-103.65,-.49,833648953,20041.02,43.45,5.52,.73
Nifty Smallcap 50,2024-07-11,9164.65,9191.6,9025.85,9033.15,-102.25,-1.12,140054764,6185.81,32.34,3.84,.79
Nifty Smallcap 250,2024-07-11,18085.55,18151.7,17893.25,17914.6,-112.55,-.62,551615476,18537.71,32.64,4.29,.85
Nifty100 ESG Sector Leaders,2024-07-11,4078.55,4081.2,4023.9,4025.6,-50.2,-1.23,348457826,31701.07,26.32,4.03,1.04
Nifty Private Bank,2024-07-11,25482.75,25528.9,25207.15,25274.6,-232.3,-.91,87482051,5357.05,15.13,2.34,.59
Nifty India Corporate Group Index - Tata Group 25% Cap,2024-07-11,16919.05,16927.4,16456.35,16533.0,-285.4,-1.7,128956639,8865.46,36.68,6.39,1.01
Nifty India Corporate Group Index - Tata Group,2024-07-11,-,-,-,18632.52,-198.95,-1.06,135587135,9304.36,36.04,8.15,1.22
Nifty India Corporate Group Index - Aditya Birla Group,2024-07-11,-,-,-,7780.27,-257.39,-3.2,428106251,3090.49,509.27,3.54,.53
Nifty India Corporate Group Index - Mahindra Group,2024-07-11,-,-,-,33138.69,-563.57,-1.67,7772555,1527.02,32.16,4.57,1.35
Nifty 50 Futures TR Index,2024-07-11,-,-,-,26047.3,-302.03,-1.15,-,-,-,-,-
Nifty 50 Arbitrage,2024-07-11,-,-,-,2395.96,0.27,.01,-,-,-,-,-
Nifty 50 Futures Index,2024-07-11,-,-,-,6672.94,-78.7,-1.17,-,-,-,-,-
Nifty500 Equal Weight,2024-07-11,-,-,-,14504.59,-86.83,-.6,2035081331,81688.72,31.99,4.32,.92
Nifty MidSmallcap 400,2024-07-11,20262.6,20317.15,20058.4,20076.45,-108.3,-.54,1385264429,38578.72,38.78,5,.77
NIFTY50 Equal Weight,2024-07-11,31084.85,31088.8,30583.25,30617.5,-403.3,-1.3,322185588,30971.89,23.84,3.81,1.41
Nifty Financial Services Ex-Bank,2024-07-11,-,-,-,26006.86,-190.59,-.73,81686858,5775.96,22.66,3.29,.82
Nifty Transportation & Logistics,2024-07-11,-,-,-,22915.59,-289.48,-1.25,127390007,7342.1,29.56,5.86,.71
NIFTY Midcap150 Quality 50,2024-07-11,25123.8,25148.75,24832.2,24895.0,-126.55,-.51,43009524,5107.77,39.61,9.53,1.16
NIFTY200 Quality 30,2024-07-11,21764.1,21770.8,21448.9,21548.0,-156.8,-.72,66785627,8672.34,34.74,10.63,1.93
NIFTY Alpha Quality Value Low-Volatility 30,2024-07-11,-,-,-,21114.6,-210.37,-.99,110431138,10891.14,21.38,5.03,2.1
NIFTY Alpha Quality Low-Volatility 30,2024-07-11,-,-,-,23393.32,-224.0,-.95,68128729,8959.36,30.76,8.06,1.57
NIFTY Quality Low-Volatility 30,2024-07-11,-,-,-,17589.09,-134.94,-.76,59469959,10398.27,33.62,8.16,1.46
NIFTY Alpha Low-Volatility 30,2024-07-11,28631.75,28631.75,28155.65,28184.35,-377.75,-1.32,98061003,12211.96,26.95,4.43,.97
Nifty100 Low Volatility 30,2024-07-11,19892.5,19900.65,19619.85,19679.65,-158.55,-.8,82856728,16043.66,32.75,6.07,1.06
NIFTY500 Value 50,2024-07-11,-,-,-,14486.53,-158.3,-1.08,494638741,13560.33,12.68,1.63,3.41
NIFTY100 Alpha 30,2024-07-11,-,-,-,18947.58,-298.66,-1.55,245577103,13739.46,24.37,5.15,1.72
Nifty Midcap150 Momentum 50,2024-07-11,65127.8,65473.4,64743.85,64828.1,11.0,.02,189250538,11319.36,35.28,5.31,.85
